analyze-counts --verbose=1 --binary=false 'ark:ali-to-pdf exp/tri/final.mdl ark:exp/tri/train.ali ark:- |' exp/mlp/ali_train_pdf.counts 
ali-to-pdf exp/tri/final.mdl ark:exp/tri/train.ali ark:- 
LOG (ali-to-pdf[5.3.57~1-6f9f]:main():ali-to-pdf.cc:68) Converted 4000 alignments to pdf sequences.
LOG (analyze-counts[5.3.57~1-6f9f]:main():analyze-counts.cc:191) Printing...
### The sorted count table,
count	(norm),	id	(symbol):
487	(0.000375239),	76	
487	(0.000375239),	688	
488	(0.000376009),	546	
488	(0.000376009),	1238	
489	(0.00037678),	151	
489	(0.00037678),	270	
489	(0.00037678),	432	
489	(0.00037678),	644	
489	(0.00037678),	919	
489	(0.00037678),	1456	
490	(0.00037755),	907	
492	(0.000379091),	572	
492	(0.000379091),	1554	
496	(0.000382173),	793	
497	(0.000382944),	232	
497	(0.000382944),	585	
497	(0.000382944),	1547	
498	(0.000383714),	713	
499	(0.000384485),	266	
499	(0.000384485),	1535	
500	(0.000385256),	217	
501	(0.000386026),	816	
501	(0.000386026),	951	
502	(0.000386797),	218	
502	(0.000386797),	1521	
503	(0.000387567),	1392	
503	(0.000387567),	1430	
504	(0.000388338),	415	
504	(0.000388338),	1313	
505	(0.000389108),	1143	
506	(0.000389879),	502	
506	(0.000389879),	1295	
506	(0.000389879),	1550	
508	(0.00039142),	299	
508	(0.00039142),	1545	
510	(0.000392961),	162	
510	(0.000392961),	533	
511	(0.000393731),	29	
511	(0.000393731),	106	
511	(0.000393731),	1618	
512	(0.000394502),	1340	
513	(0.000395272),	810	
515	(0.000396813),	1490	
515	(0.000396813),	1611	
517	(0.000398354),	647	
517	(0.000398354),	1281	
518	(0.000399125),	603	
519	(0.000399895),	1204	
520	(0.000400666),	1163	
522	(0.000402207),	281	
523	(0.000402977),	121	
523	(0.000402977),	161	
523	(0.000402977),	1285	
523	(0.000402977),	1575	
526	(0.000405289),	973	
526	(0.000405289),	1054	
527	(0.000406059),	64	
527	(0.000406059),	494	
527	(0.000406059),	1202	
527	(0.000406059),	1518	
529	(0.0004076),	493	
530	(0.000408371),	131	
530	(0.000408371),	512	
530	(0.000408371),	1647	
532	(0.000409912),	31	
532	(0.000409912),	1274	
532	(0.000409912),	1468	
535	(0.000412223),	804	
536	(0.000412994),	1538	
537	(0.000413764),	486	
538	(0.000414535),	443	
538	(0.000414535),	1042	
539	(0.000415305),	368	
540	(0.000416076),	1477	
541	(0.000416846),	698	
542	(0.000417617),	687	
543	(0.000418387),	1018	
544	(0.000419158),	1338	
545	(0.000419928),	746	
546	(0.000420699),	1561	
547	(0.00042147),	464	
547	(0.00042147),	611	
549	(0.000423011),	1051	
550	(0.000423781),	536	
552	(0.000425322),	641	
553	(0.000426093),	1177	
554	(0.000426863),	1287	
555	(0.000427634),	1395	
556	(0.000428404),	169	
556	(0.000428404),	1112	
557	(0.000429175),	256	
558	(0.000429945),	507	
558	(0.000429945),	720	
558	(0.000429945),	739	
559	(0.000430716),	112	
560	(0.000431486),	550	
560	(0.000431486),	1007	
560	(0.000431486),	1549	
561	(0.000432257),	1038	
562	(0.000433027),	400	
562	(0.000433027),	513	
563	(0.000433798),	224	
563	(0.000433798),	1001	
563	(0.000433798),	1087	
564	(0.000434568),	127	
564	(0.000434568),	953	
564	(0.000434568),	1401	
565	(0.000435339),	110	
565	(0.000435339),	558	
565	(0.000435339),	1046	
565	(0.000435339),	1175	
565	(0.000435339),	1578	
566	(0.000436109),	901	
567	(0.00043688),	1251	
569	(0.000438421),	85	
569	(0.000438421),	662	
570	(0.000439191),	303	
570	(0.000439191),	398	
571	(0.000439962),	316	
572	(0.000440732),	208	
573	(0.000441503),	48	
573	(0.000441503),	113	
573	(0.000441503),	895	
573	(0.000441503),	1519	
573	(0.000441503),	1556	
575	(0.000443044),	412	
576	(0.000443814),	1609	
579	(0.000446126),	140	
580	(0.000446896),	1063	
581	(0.000447667),	365	
581	(0.000447667),	503	
581	(0.000447667),	1015	
581	(0.000447667),	1627	
582	(0.000448437),	440	
582	(0.000448437),	803	
582	(0.000448437),	1505	
583	(0.000449208),	205	
585	(0.000450749),	818	
587	(0.00045229),	986	
589	(0.000453831),	55	
589	(0.000453831),	181	
589	(0.000453831),	1276	
590	(0.000454601),	976	
591	(0.000455372),	253	
591	(0.000455372),	652	
592	(0.000456143),	152	
592	(0.000456143),	336	
593	(0.000456913),	53	
593	(0.000456913),	958	
595	(0.000458454),	761	
595	(0.000458454),	1122	
595	(0.000458454),	1300	
595	(0.000458454),	1308	
598	(0.000460766),	67	
598	(0.000460766),	1043	
599	(0.000461536),	1414	
600	(0.000462307),	1130	
601	(0.000463077),	153	
601	(0.000463077),	416	
601	(0.000463077),	1438	
601	(0.000463077),	1593	
602	(0.000463848),	45	
602	(0.000463848),	1154	
602	(0.000463848),	1408	
604	(0.000465389),	125	
607	(0.0004677),	251	
607	(0.0004677),	1003	
610	(0.000470012),	284	
611	(0.000470782),	1551	
612	(0.000471553),	784	
613	(0.000472323),	479	
613	(0.000472323),	1429	
616	(0.000474635),	515	
617	(0.000475405),	539	
618	(0.000476176),	1399	
619	(0.000476946),	1510	
620	(0.000477717),	938	
621	(0.000478487),	117	
621	(0.000478487),	343	
621	(0.000478487),	943	
622	(0.000479258),	463	
623	(0.000480028),	310	
623	(0.000480028),	785	
626	(0.00048234),	967	
626	(0.00048234),	1312	
628	(0.000483881),	461	
628	(0.000483881),	1552	
629	(0.000484651),	158	
629	(0.000484651),	511	
630	(0.000485422),	283	
632	(0.000486963),	54	
633	(0.000487733),	242	
633	(0.000487733),	467	
633	(0.000487733),	604	
633	(0.000487733),	778	
635	(0.000489274),	328	
636	(0.000490045),	468	
636	(0.000490045),	1482	
637	(0.000490816),	670	
638	(0.000491586),	741	
639	(0.000492357),	1603	
640	(0.000493127),	1045	
641	(0.000493898),	592	
642	(0.000494668),	403	
642	(0.000494668),	472	
644	(0.000496209),	114	
645	(0.00049698),	322	
647	(0.000498521),	1440	
649	(0.000500062),	28	
650	(0.000500832),	1465	
651	(0.000501603),	244	
652	(0.000502373),	408	
652	(0.000502373),	963	
653	(0.000503144),	62	
654	(0.000503914),	992	
655	(0.000504685),	340	
657	(0.000506226),	8	
658	(0.000506996),	271	
659	(0.000507767),	1446	
660	(0.000508537),	353	
660	(0.000508537),	1101	
661	(0.000509308),	1138	
661	(0.000509308),	1579	
662	(0.000510078),	165	
663	(0.000510849),	469	
664	(0.000511619),	411	
665	(0.00051239),	519	
666	(0.00051316),	892	
667	(0.000513931),	175	
667	(0.000513931),	522	
667	(0.000513931),	1082	
671	(0.000517013),	1516	
672	(0.000517783),	640	
672	(0.000517783),	980	
673	(0.000518554),	1020	
673	(0.000518554),	1345	
676	(0.000520865),	386	
677	(0.000521636),	300	
678	(0.000522406),	902	
682	(0.000525489),	864	
683	(0.000526259),	962	
683	(0.000526259),	1102	
683	(0.000526259),	1152	
683	(0.000526259),	1350	
685	(0.0005278),	82	
685	(0.0005278),	854	
686	(0.000528571),	1079	
688	(0.000530112),	143	
688	(0.000530112),	1567	
690	(0.000531653),	94	
691	(0.000532423),	344	
691	(0.000532423),	862	
695	(0.000535505),	734	
696	(0.000536276),	375	
697	(0.000537046),	320	
698	(0.000537817),	470	
698	(0.000537817),	650	
698	(0.000537817),	779	
699	(0.000538587),	1599	
700	(0.000539358),	191	
700	(0.000539358),	1116	
701	(0.000540128),	1506	
703	(0.000541669),	733	
704	(0.00054244),	942	
706	(0.000543981),	1156	
707	(0.000544751),	867	
707	(0.000544751),	1012	
708	(0.000545522),	46	
709	(0.000546292),	1541	
711	(0.000547833),	1008	
712	(0.000548604),	625	
713	(0.000549374),	598	
713	(0.000549374),	1263	
715	(0.000550915),	123	
715	(0.000550915),	1149	
715	(0.000550915),	1272	
716	(0.000551686),	1229	
716	(0.000551686),	1271	
719	(0.000553997),	569	
720	(0.000554768),	1227	
720	(0.000554768),	1576	
722	(0.000556309),	1097	
723	(0.000557079),	1053	
724	(0.00055785),	1137	
724	(0.00055785),	1584	
725	(0.00055862),	949	
726	(0.000559391),	354	
726	(0.000559391),	758	
726	(0.000559391),	869	
727	(0.000560161),	1134	
728	(0.000560932),	993	
729	(0.000561703),	1169	
730	(0.000562473),	1347	
730	(0.000562473),	1439	
731	(0.000563244),	956	
732	(0.000564014),	545	
732	(0.000564014),	1092	
733	(0.000564785),	1435	
734	(0.000565555),	170	
736	(0.000567096),	975	
736	(0.000567096),	1000	
738	(0.000568637),	424	
739	(0.000569408),	918	
741	(0.000570949),	61	
741	(0.000570949),	156	
742	(0.000571719),	945	
744	(0.00057326),	1172	
746	(0.000574801),	696	
748	(0.000576342),	844	
750	(0.000577883),	95	
750	(0.000577883),	254	
752	(0.000579424),	974	
753	(0.000580195),	243	
753	(0.000580195),	1140	
754	(0.000580965),	1288	
755	(0.000581736),	668	
756	(0.000582506),	1107	
756	(0.000582506),	1208	
757	(0.000583277),	1466	
758	(0.000584047),	66	
758	(0.000584047),	846	
758	(0.000584047),	893	
759	(0.000584818),	1197	
760	(0.000585588),	457	
761	(0.000586359),	745	
762	(0.000587129),	518	
762	(0.000587129),	1055	
764	(0.00058867),	814	
767	(0.000590982),	521	
768	(0.000591752),	566	
768	(0.000591752),	645	
768	(0.000591752),	1118	
770	(0.000593293),	179	
774	(0.000596376),	452	
774	(0.000596376),	1540	
775	(0.000597146),	556	
776	(0.000597917),	959	
777	(0.000598687),	1612	
779	(0.000600228),	568	
782	(0.00060254),	1454	
784	(0.000604081),	744	
785	(0.000604851),	445	
785	(0.000604851),	1597	
787	(0.000606392),	39	
787	(0.000606392),	616	
788	(0.000607163),	605	
788	(0.000607163),	774	
790	(0.000608704),	873	
792	(0.000610245),	370	
792	(0.000610245),	837	
794	(0.000611786),	352	
796	(0.000613327),	802	
797	(0.000614097),	1334	
799	(0.000615638),	159	
799	(0.000615638),	482	
799	(0.000615638),	1161	
799	(0.000615638),	1196	
801	(0.000617179),	1470	
804	(0.000619491),	1220	
805	(0.000620261),	900	
806	(0.000621032),	4	
810	(0.000624114),	1124	
815	(0.000627966),	30	
816	(0.000628737),	694	
817	(0.000629507),	571	
817	(0.000629507),	960	
819	(0.000631049),	1029	
821	(0.00063259),	1034	
822	(0.00063336),	206	
823	(0.000634131),	702	
825	(0.000635672),	446	
825	(0.000635672),	1252	
825	(0.000635672),	1305	
830	(0.000639524),	866	
831	(0.000640295),	899	
832	(0.000641065),	135	
833	(0.000641836),	894	
836	(0.000644147),	1254	
836	(0.000644147),	1325	
837	(0.000644918),	93	
838	(0.000645688),	700	
843	(0.000649541),	261	
844	(0.000650311),	835	
844	(0.000650311),	1011	
847	(0.000652623),	249	
851	(0.000655705),	631	
852	(0.000656475),	441	
852	(0.000656475),	1129	
853	(0.000657246),	294	
854	(0.000658016),	496	
854	(0.000658016),	858	
855	(0.000658787),	786	
856	(0.000659557),	541	
856	(0.000659557),	870	
858	(0.000661098),	1111	
858	(0.000661098),	1398	
858	(0.000661098),	1595	
862	(0.00066418),	1410	
863	(0.000664951),	1165	
864	(0.000665722),	447	
865	(0.000666492),	809	
867	(0.000668033),	794	
868	(0.000668804),	1277	
870	(0.000670345),	136	
871	(0.000671115),	658	
872	(0.000671886),	373	
872	(0.000671886),	1475	
875	(0.000674197),	1113	
879	(0.000677279),	1462	
880	(0.00067805),	297	
883	(0.000680361),	686	
883	(0.000680361),	1089	
883	(0.000680361),	1303	
884	(0.000681132),	1080	
884	(0.000681132),	1404	
886	(0.000682673),	623	
886	(0.000682673),	930	
886	(0.000682673),	1088	
894	(0.000688837),	225	
895	(0.000689607),	483	
898	(0.000691919),	1146	
899	(0.000692689),	481	
900	(0.00069346),	318	
904	(0.000696542),	877	
905	(0.000697312),	1492	
907	(0.000698853),	884	
908	(0.000699624),	275	
908	(0.000699624),	629	
909	(0.000700395),	32	
911	(0.000701936),	861	
911	(0.000701936),	996	
913	(0.000703477),	1631	
915	(0.000705018),	1075	
916	(0.000705788),	491	
917	(0.000706559),	280	
918	(0.000707329),	1239	
919	(0.0007081),	581	
921	(0.000709641),	13	
922	(0.000710411),	1291	
922	(0.000710411),	1472	
925	(0.000712723),	339	
925	(0.000712723),	414	
929	(0.000715805),	138	
932	(0.000718116),	749	
933	(0.000718887),	1650	
936	(0.000721198),	293	
938	(0.000722739),	904	
942	(0.000725821),	1494	
943	(0.000726592),	607	
948	(0.000730444),	1021	
949	(0.000731215),	442	
949	(0.000731215),	1090	
951	(0.000732756),	783	
951	(0.000732756),	903	
952	(0.000733526),	345	
953	(0.000734297),	130	
953	(0.000734297),	1448	
959	(0.00073892),	291	
959	(0.00073892),	1469	
961	(0.000740461),	715	
962	(0.000741232),	252	
963	(0.000742002),	36	
964	(0.000742773),	487	
966	(0.000744314),	288	
971	(0.000748166),	335	
972	(0.000748937),	1617	
974	(0.000750478),	89	
978	(0.00075356),	1245	
981	(0.000755871),	740	
985	(0.000758953),	612	
989	(0.000762035),	743	
990	(0.000762806),	1315	
992	(0.000764347),	290	
995	(0.000766658),	454	
998	(0.00076897),	466	
999	(0.00076974),	364	
999	(0.00076974),	1587	
1001	(0.000771282),	274	
1003	(0.000772823),	14	
1003	(0.000772823),	828	
1004	(0.000773593),	334	
1005	(0.000774364),	321	
1011	(0.000778987),	1632	
1013	(0.000780528),	999	
1013	(0.000780528),	1481	
1015	(0.000782069),	1027	
1016	(0.000782839),	211	
1019	(0.000785151),	1508	
1023	(0.000788233),	489	
1027	(0.000791315),	1417	
1028	(0.000792085),	1147	
1030	(0.000793626),	111	
1030	(0.000793626),	737	
1030	(0.000793626),	969	
1030	(0.000793626),	1443	
1032	(0.000795167),	285	
1033	(0.000795938),	936	
1033	(0.000795938),	1615	
1036	(0.000798249),	247	
1040	(0.000801331),	860	
1044	(0.000804413),	1145	
1047	(0.000806725),	1164	
1050	(0.000809037),	237	
1056	(0.00081366),	87	
1056	(0.00081366),	337	
1059	(0.000815971),	176	
1059	(0.000815971),	1474	
1060	(0.000816742),	1212	
1063	(0.000819053),	995	
1064	(0.000819824),	154	
1065	(0.000820594),	1006	
1071	(0.000825217),	226	
1071	(0.000825217),	538	
1071	(0.000825217),	1104	
1074	(0.000827529),	1037	
1076	(0.00082907),	286	
1081	(0.000832922),	597	
1084	(0.000835234),	1651	
1092	(0.000841398),	149	
1093	(0.000842169),	692	
1093	(0.000842169),	1026	
1095	(0.00084371),	485	
1095	(0.00084371),	1298	
1096	(0.00084448),	1511	
1100	(0.000847562),	477	
1100	(0.000847562),	890	
1106	(0.000852185),	1447	
1107	(0.000852956),	1157	
1111	(0.000856038),	1151	
1118	(0.000861431),	510	
1119	(0.000862202),	618	
1121	(0.000863743),	671	
1131	(0.000871448),	1100	
1133	(0.000872989),	573	
1133	(0.000872989),	653	
1134	(0.000873759),	115	
1134	(0.000873759),	583	
1135	(0.00087453),	1267	
1138	(0.000876842),	177	
1138	(0.000876842),	1125	
1144	(0.000881465),	157	
1151	(0.000886858),	925	
1151	(0.000886858),	1515	
1152	(0.000887629),	119	
1152	(0.000887629),	591	
1166	(0.000898416),	1058	
1166	(0.000898416),	1498	
1167	(0.000899186),	701	
1169	(0.000900727),	239	
1172	(0.000903039),	91	
1177	(0.000906891),	142	
1177	(0.000906891),	1268	
1194	(0.00091999),	1317	
1197	(0.000922302),	329	
1198	(0.000923072),	968	
1201	(0.000925384),	1301	
1203	(0.000926925),	265	
1203	(0.000926925),	1244	
1203	(0.000926925),	1445	
1204	(0.000927695),	1479	
1208	(0.000930777),	751	
1208	(0.000930777),	763	
1210	(0.000932318),	10	
1212	(0.000933859),	997	
1218	(0.000938482),	1419	
1219	(0.000939253),	979	
1224	(0.000943105),	346	
1228	(0.000946188),	1199	
1237	(0.000953122),	883	
1238	(0.000953893),	41	
1241	(0.000956204),	1290	
1243	(0.000957745),	1135	
1251	(0.000963909),	359	
1251	(0.000963909),	759	
1258	(0.000969303),	372	
1263	(0.000973155),	1602	
1266	(0.000975467),	1016	
1269	(0.000977778),	1247	
1273	(0.000980861),	1173	
1279	(0.000985484),	728	
1284	(0.000989336),	709	
1285	(0.000990107),	146	
1287	(0.000991648),	190	
1289	(0.000993189),	317	
1289	(0.000993189),	1216	
1293	(0.000996271),	978	
1298	(0.00100012),	338	
1298	(0.00100012),	376	
1302	(0.00100321),	672	
1304	(0.00100475),	850	
1308	(0.00100783),	423	
1317	(0.00101476),	269	
1322	(0.00101862),	504	
1324	(0.00102016),	957	
1329	(0.00102401),	832	
1332	(0.00102632),	433	
1334	(0.00102786),	186	
1350	(0.00104019),	1522	
1352	(0.00104173),	1501	
1356	(0.00104481),	830	
1358	(0.00104635),	137	
1359	(0.00104712),	341	
1374	(0.00105868),	1106	
1393	(0.00107332),	1215	
1402	(0.00108026),	342	
1410	(0.00108642),	397	
1416	(0.00109104),	748	
1424	(0.00109721),	588	
1425	(0.00109798),	939	
1425	(0.00109798),	1387	
1429	(0.00110106),	871	
1429	(0.00110106),	1507	
1430	(0.00110183),	1223	
1433	(0.00110414),	642	
1435	(0.00110568),	908	
1448	(0.0011157),	638	
1451	(0.00111801),	1422	
1461	(0.00112572),	189	
1473	(0.00113496),	1299	
1490	(0.00114806),	1485	
1494	(0.00115114),	289	
1497	(0.00115345),	626	
1506	(0.00116039),	924	
1513	(0.00116578),	1293	
1519	(0.00117041),	508	
1526	(0.0011758),	639	
1531	(0.00117965),	396	
1532	(0.00118042),	819	
1538	(0.00118505),	488	
1545	(0.00119044),	1476	
1546	(0.00119121),	392	
1548	(0.00119275),	327	
1549	(0.00119352),	831	
1559	(0.00120123),	1178	
1563	(0.00120431),	610	
1571	(0.00121047),	227	
1572	(0.00121124),	116	
1577	(0.0012151),	172	
1580	(0.00121741),	710	
1588	(0.00122357),	836	
1613	(0.00124283),	11	
1622	(0.00124977),	627	
1624	(0.00125131),	42	
1640	(0.00126364),	422	
1651	(0.00127211),	332	
1658	(0.00127751),	167	
1663	(0.00128136),	1242	
1680	(0.00129446),	1480	
1682	(0.001296),	331	
1684	(0.00129754),	182	
1693	(0.00130448),	1349	
1698	(0.00130833),	3	
1703	(0.00131218),	1269	
1714	(0.00132066),	788	
1716	(0.0013222),	455	
1717	(0.00132297),	230	
1719	(0.00132451),	673	
1721	(0.00132605),	268	
1723	(0.00132759),	711	
1728	(0.00133144),	1105	
1742	(0.00134223),	847	
1752	(0.00134994),	109	
1758	(0.00135456),	192	
1765	(0.00135995),	1302	
1771	(0.00136457),	490	
1773	(0.00136612),	395	
1774	(0.00136689),	312	
1777	(0.0013692),	674	
1792	(0.00138076),	228	
1807	(0.00139231),	393	
1810	(0.00139462),	15	
1812	(0.00139617),	155	
1827	(0.00140772),	651	
1828	(0.00140849),	351	
1864	(0.00143623),	187	
1885	(0.00145241),	394	
1895	(0.00146012),	780	
1907	(0.00146936),	349	
1919	(0.00147861),	292	
1930	(0.00148709),	184	
1936	(0.00149171),	762	
1944	(0.00149787),	941	
1962	(0.00151174),	1542	
1993	(0.00153563),	417	
2003	(0.00154333),	1014	
2014	(0.00155181),	1179	
2016	(0.00155335),	471	
2025	(0.00156028),	355	
2038	(0.0015703),	872	
2045	(0.0015757),	1452	
2068	(0.00159342),	44	
2122	(0.00163502),	1346	
2173	(0.00167432),	632	
2180	(0.00167971),	307	
2214	(0.00170591),	97	
2227	(0.00171593),	235	
2256	(0.00173827),	675	
2263	(0.00174367),	276	
2277	(0.00175445),	1142	
2279	(0.00175599),	742	
2305	(0.00177603),	431	
2318	(0.00178604),	26	
2350	(0.0018107),	1500	
2406	(0.00185385),	1451	
2438	(0.00187851),	708	
2623	(0.00202105),	1402	
2625	(0.00202259),	272	
2651	(0.00204262),	273	
2657	(0.00204725),	1243	
2818	(0.0021713),	429	
2990	(0.00230383),	458	
3103	(0.0023909),	282	
3286	(0.0025319),	906	
3444	(0.00265364),	716	
3596	(0.00277076),	428	
3906	(0.00300962),	231	
4083	(0.003146),	923	
4135	(0.00318606),	848	
4809	(0.00370539),	540	
4952	(0.00381557),	193	
5337	(0.00411222),	9	
5638	(0.00434414),	236	
6248	(0.00481415),	1450	
6674	(0.00514239),	185	
9125	(0.00703091),	188	
9616	(0.00740923),	1	
152282	(0.117335),	0	
155151	(0.119546),	2	

#total 1.29784e+06 (3.60511h)
LOG (analyze-counts[5.3.57~1-6f9f]:main():analyze-counts.cc:194) Summed 4000 int32 vectors to counts, skipped 0 vectors.
LOG (analyze-counts[5.3.57~1-6f9f]:main():analyze-counts.cc:196) Counts written to exp/mlp/ali_train_pdf.counts
